"ID","f1","f2","f3","amp11","amp12","amp13","amp14","amp21","amp22","amp23","amp24","amp31","amp32","amp33","amp34","phi12","phi13","phi14","phi21","phi22","phi23","phi24","phi31","phi32","phi33","phi34","trend","varrat","varred","CLASS"
"HD 96008              ",3.22848923,7.2419731,3.89746839,0.0136,0.002,9e-04,6e-04,0.0039,1e-04,2e-04,3e-04,0.0029,9e-04,6e-04,6e-04,0.2909,3.0177,-2.9898,-0.3104,-0.5992,2.5857,1.4444,1.1644,-2.6436,2.1054,0.582,0,0.1839,0.9085,"ELL"
"HD 27290              ",1.3669998,2.49647943,1.32441726,0.0141,0.0015,0.0012,0.0022,0.0072,0.0021,0.0024,0.0011,0.0081,0.0018,0.0027,8e-04,-2.0958,-1.4258,-2.531,-2.9573,-1.4079,-0.804,-2.1534,2.756,-2.0468,-1.2861,-0.2531,0,0.5033,0.7577,"GDOR"
"                      ",0.0017415,1.03706175,2.0380544,0.2402,0.2093,0.1848,0.1173,0.1443,0.0761,0.0099,0.0322,0.0821,0.0278,0.0098,0.0369,1.69,1.0107,2.3459,2.221,2.2181,2.5104,2.103,2.9555,2.4058,-0.9728,-0.7711,-2e-04,0.3761,0.769,"HAEBE"
"HD 142527             ",0.00145455,0.06250168,0.28019971,0.265,0.2051,0.1093,0.062,0.0164,0.0053,0.0041,0.0108,0.0156,0.0033,0.0013,0.0059,-1.4549,-2.9488,1.5763,-1.0605,2.5259,-1.6646,-2.1021,-2.793,0.6376,-1.1883,2.0236,0,0.3679,0.9893,"HAEBE"
"HD 142666             ",0.00370867,1.05372466,0.35962468,0.3267,0.124,0.0586,0.0729,0.0792,0.0492,0.0137,0.0217,0.0808,0.027,0.0309,0.0416,-1.7629,2.4222,0.8584,1.5442,3.0582,-1.0845,2.6837,-0.1623,0.5392,0.771,-0.1852,-4e-04,0.6003,0.7058,"HAEBE"
"HD 144668             ",0.01090688,0.01533188,0.02396536,0.2866,0.0842,0.036,0.0017,0.1273,0.0296,0.0615,0.0291,0.1036,0.0222,0.0536,0.014,-1.4502,-2.7359,0.7754,0.3734,-2.2919,2.9462,2.4867,-0.7989,-0.2149,2.396,-1.2888,0,0.4674,0.7663,"HAEBE"
"HD 163296             ",0.00407083,0.04047792,2.05438865,0.0274,0.0056,0.0094,0.0044,0.0133,0.0026,0.0019,0.0035,0.0103,0.0029,0.0024,0.0017,1.0441,2.2674,2.4174,-1.1737,-2.0368,-2.5195,2.411,-2.48,2.1474,-2.4041,1.4253,0,0.6031,0.5742,"HAEBE"
"HD 77581              ",0.2230917,1.89120922,3.72969453,0.0214,0.0068,0.0045,0.0088,0.0185,0.0055,0.0066,0.0027,0.009,0.0011,0.0052,0.0023,2.7637,-2.3496,0.1424,1.6627,3.0301,2.3277,-2.2143,-2.8232,-2.8237,1.5974,1.678,0,0.4487,0.8456,"XB"
"HD 102567             ",2.55678557,2.65846658,2.09758098,0.0813,0.0324,0.049,0.0454,0.0507,0.0166,0.0622,0.0134,0.0467,0.0102,0.0294,0.0172,0.5167,-2.7633,-1.5561,-0.2857,0.6521,-2.7793,-0.9428,0.1554,2.9273,1.7948,-0.0597,7e-04,0.7236,0.853,"XB"
"HD 5980               ",0.15684003,0.10472221,0.05534364,0.0664,0.0387,0.0167,0.0109,0.0587,0.0206,0.0154,0.0143,0.0264,0.0028,0.0046,0.016,-1.9227,2.2298,1.1018,-0.029,2.7196,-2.643,-2.0883,2.7277,-1.8133,-1.0935,2.3078,-1e-04,0.4212,0.9537,"LBV"
"HD 90177              ",0.00077135,2.29984712,0.35640071,0.8297,0.1731,0.7086,0.7739,0.1197,0.014,0.0433,0.0315,0.1154,0.0506,0.0078,0.0374,1.591,-2.3273,2.9087,1.6576,-0.1026,1.6334,1.2007,-1.9399,1.8913,-2.2633,2.8481,0,0.0914,0.9961,"LBV"
"HD 93308              ",0.00103054,0.00865652,0.01617945,0.0457,0.0135,0.016,0.0073,0.0095,0.007,0.0049,7e-04,0.0087,0.0017,0.0033,0.0021,0.9605,2.9992,2.8666,-2.9575,-2.1162,2.4977,-0.6883,-2.5311,1.6064,2.1614,1.0984,1e-04,0.1635,0.9478,"LBV"
"HD 19931              ",1.39963044,2.78783973,0.21014894,0.2794,0.0836,0.0294,0.0184,0.0392,0.0096,0.0076,0.0034,0.0363,0.008,0.0308,0.0222,2.4776,-1.266,1.8292,1.0113,-0.3516,1.8996,-0.9833,0.1876,0.1355,-0.2863,2.238,0,0.0236,0.9982,"RRAB"
"HD 47147              ",1.25419274,1.0053506,0.06910436,0.0796,0.0145,0.0028,0.0014,0.006,0.0022,0.0018,8e-04,0.0029,8e-04,3e-04,4e-04,2.7072,-0.3426,-2.7241,3.0771,2.6662,-2.8664,-2.9419,-0.0582,0.7928,-2.307,1.8695,0,0.0138,0.9922,"RRAB"
"HD 59693              ",0.01545103,0.01676602,0.02966927,0.3831,0.2178,0.0575,0.1568,0.2777,0.0649,0.1012,0.057,0.1814,0.0781,0.0064,0.0089,-2.133,2.3324,1.0666,2.5508,1.9106,-1.156,-1.4843,-0.1526,-2.4914,2.8477,2.5582,7e-04,0.3115,0.9755,"RVTAU"
"HD 24587              ",2.15792203,6.04324048,5.72520731,0.0071,3e-04,0.0024,7e-04,0.0043,0.0027,0.002,0.002,0.0037,0.0015,0.001,5e-04,-0.0104,-1.865,0.2098,1.0532,-0.8129,2.0932,-2.0184,-2.7491,-2.1407,1.2733,-2.4691,0,0.4028,0.9055,"SPB"
"HD 26326              ",0.49225325,2.76754864,4.91213608,0.0079,0.0017,0.0012,0.0019,0.0095,0.0044,5e-04,8e-04,0.0052,0.0012,3e-04,0.0037,-0.7999,-0.8443,0.794,-2.081,0.2558,-1.1353,-1.1986,2.7568,3.0662,2.7224,-3.0763,0,0.635,0.8205,"SPB"
"                      ",0.78348446,0.85093119,0.97292722,0.0123,9e-04,0.001,0.001,0.0082,0.0021,0.0011,1e-04,0.0069,0.0017,1e-04,1e-04,2.4844,-1.3765,0.0023,1.7612,1.718,3.0403,-1.0195,1.1899,1.7045,-2.9569,1.1556,0,0.6418,0.641,"SPB"
"                      ",1.24319724,1.18017937,1.0426288,0.0091,6e-04,7e-04,6e-04,0.0098,3e-04,4e-04,3e-04,0.0073,0.0023,0.002,9e-04,1.58,0.8289,2.33,2.5144,-2.7238,-2.7689,-0.8372,-0.8739,0.2841,2.5308,1.2343,0,0.7294,0.6789,"SPB"
"HD 45284              ",1.12750969,1.23712057,1.50465026,0.0103,9e-04,0.0017,2e-04,0.0099,1e-04,6e-04,8e-04,0.0065,0.001,5e-04,9e-04,0.3942,-2.2953,-1.6201,-0.3253,-3.0968,0.5858,-2.4362,1.2347,2.0404,2.2177,2.0012,0,0.6219,0.7585,"SPB"
"HD 92287              ",0.2147929,0.68848612,0.03867093,0.0114,6e-04,0.0019,7e-04,0.0101,0.002,0.0014,0.0012,0.0038,0.0019,3e-04,9e-04,0.5737,-2.4525,-0.0258,0.8186,3.1267,-0.2425,-2.4013,-0.4512,-1.4606,-0.206,0.3502,0,0.4988,0.838,"SPB"
"HD 123515             ",0.68528328,0.65928736,0.27413726,0.0144,0.001,5e-04,0.0016,0.0098,0.0012,3e-04,0.0014,0.0059,0.0037,4e-04,8e-04,-1.4761,-2.0024,0.3256,2.3575,-2.2754,-0.6266,-0.0116,0.7069,-1.1166,-1.2724,1.7805,0,0.6684,0.5433,"SPB"
"HD 177863             ",0.84059608,0.90322437,0.91754132,0.0162,0.0015,6e-04,8e-04,0.0033,5e-04,4e-04,9e-04,0.0029,5e-04,6e-04,0.0012,2.1705,2.5996,1.774,-0.3862,-2.8868,-1.9471,-0.1204,0.6843,1.7395,-2.0672,1.3384,0,0.2048,0.8453,"SPB"
"HD 181558             ",0.8078189,1.47626619,0.49305844,0.0272,9e-04,0.0031,7e-04,0.0047,0.0018,0.0014,0.001,0.0041,0.0012,0.0015,0.0021,-0.353,-1.9185,-1.7933,-2.1173,-2.8095,-1.359,-1.5066,1.7114,-0.3433,-0.3322,-0.3902,0,0.1309,0.9115,"SPB"
"HD 218549             ",13.71237458,1.04148331,139.5675644,0.2474,0.0853,0.0278,0.0121,0.0345,0.0053,0.0075,0.0062,0.0063,9e-04,0.0012,0.0013,2.238,-1.6684,0.811,2.7986,2.9516,-2.4109,-0.9543,1.9758,3.0668,2.3674,0.984,0.0011,0.0088,0.9977,"SXPHE"
"HD 50896              ",0.23793706,1.31053487,1.53184723,0.022,0.0085,0.0086,0.007,0.0121,0.0032,0.0027,0.0011,0.0076,0.0038,0.0029,0.0012,2.456,-2.5944,0.3005,-2.4314,2.9076,-2.8632,-0.2893,-1.1624,0.6233,-0.4494,-0.5234,0,0.3686,0.8921,"WR"
"HD 86161              ",3.10311107,34.23245475,59.87413952,0.0059,0.0016,7e-04,0.0027,0.0017,0.0014,9e-04,8e-04,0.0017,0.0013,2e-04,5e-04,-0.9756,-2.6007,2.5738,-0.3481,-2.3313,1.1521,-2.1544,2.1684,2.2329,-2.2558,-1.7693,0,0.2434,0.8912,"WR"
"HD 93131              ",1.72423062,91.44373605,75.57393781,0.0027,0.0014,4e-04,4e-04,0.001,3e-04,2e-04,8e-04,7e-04,5e-04,7e-04,2e-04,2.3162,-1.4141,-0.4266,-1.0794,0.3978,2.9792,0.2204,-0.4983,2.2652,1.3079,1.5379,0,0.6557,0.6393,"WR"
"HD 96548              ",0.1489226,0.26890444,0.67692705,0.0353,0.0049,0.0169,0.0102,0.0204,0.0083,0.0102,0.0075,0.0119,0.0027,0.0075,0.0034,2.8958,2.3831,-0.8749,0.5684,-0.2688,-2.0758,-3.0915,-0.6946,2.5716,2.6379,-0.2342,0,0.4638,0.9393,"WR"
"HD 115473             ",0.00133917,3.96082959,2.38217362,0.1283,0.1585,0.045,0.0788,0.0027,5e-04,4e-04,6e-04,0.0025,4e-04,4e-04,3e-04,-1.9121,-3.1103,0.9354,-2.9782,-1.3312,1.0555,-1.3544,-0.0267,1.9999,2.4461,-0.5667,0,0.3643,0.9982,"WR"
"HD 136488             ",0.02146467,5.02987836,0.48083853,0.0579,0.016,0.0099,0.0221,0.007,7e-04,0.0016,6e-04,0.0064,0.0136,0.0114,0.0061,-2.2999,2.1317,0.0085,-1.044,-3.0326,1.9992,-1.4292,2.2635,1.1274,-2.0372,-2.6239,0,0.2898,0.9605,"WR"
"HD 143414             ",3.63309799,20.57052757,6.78655438,0.0119,8e-04,4e-04,0.0024,0.003,0.0014,0.0015,0.0015,0.0063,0.0026,5e-04,0.001,-2.3257,-2.7081,-0.6282,1.249,-1.4963,-1.8247,2.8783,-1.8732,0.643,2.13,0.0868,0,0.2898,0.8994,"WR"
"HD 151932             ",0.15979924,2.76248618,40.75465233,0.0124,0.003,0.0011,0.0088,0.0065,0.001,0.0016,0.0011,0.0039,9e-04,3e-04,8e-04,-1.9431,-2.8993,2.9987,1.2846,2.2645,1.1074,0.2146,-1.3188,-2.6994,0.5059,1.87,0,0.2722,0.9241,"WR"
"HD 156385             ",0.17078453,51.75884648,43.68972774,0.0462,0.0047,0.0367,0.0192,0.001,2e-04,5e-04,5e-04,0.001,3e-04,7e-04,3e-04,0.0405,-1.741,2.0719,2.9017,2.7091,0.4288,-1.9119,-1.3835,-0.0604,-1.6139,-0.6932,0,0.3269,0.9956,"WR"
"HD 165763             ",3.07001347,8.42645664,13.41649633,0.0037,0.0015,5e-04,2e-04,0.0033,5e-04,6e-04,3e-04,0.0024,1e-04,4e-04,9e-04,-2.5775,-0.4949,-2.0971,0.286,-1.1057,-1.4879,2.536,0.164,1.6304,-0.9019,2.3912,0,0.6996,0.6583,"WR"
"HD 168206             ",0.03907277,0.30284276,8.58281655,0.0073,0.0038,0.0027,0.0015,0.0045,0.0038,0.0013,0.0013,0.0058,0.001,8e-04,8e-04,-0.0746,-1.4075,1.4529,-2.4489,3.1146,-0.0964,-2.8431,0.054,-2.4538,-0.4399,-1.082,0,0.5587,0.848,"WR"
"HD 62454              ",3.37617939,1.67468794,11.53424641,0.0076,0.0039,0.0016,0.002,0.0065,0.0032,0.0024,0.0016,0.0056,9e-04,9e-04,0.0023,1.0116,0.0739,1.2058,1.1976,-2.8601,-1.9021,1.676,2.4374,-2.768,-1.0029,0.2428,0,0.6649,0.6909,"GDOR"
"HD 108100             ",2.40275506,2.67290178,3.3127659,0.0101,0.0019,0.0033,0.0016,0.0086,5e-04,0.0043,9e-04,0.0066,0.0026,0.0024,0.0016,-0.6055,-2.2839,0.8638,-0.764,-0.1827,0.3091,-2.0051,-1.7168,-1.7269,2.8458,-0.6648,0,0.6865,0.6814,"GDOR"
"HD 207223             ",0.61987221,11.79209144,3.06439388,0.0077,0.0031,0.001,0.002,0.0049,0.0013,0.0014,0.0016,0.0056,0.0012,0.0012,0.0026,0.3037,-1.6588,-0.5291,-0.2171,0.2459,-0.5209,2.8665,-1.8476,-2.3863,2.6667,2.7365,0,0.5947,0.7241,"GDOR"
"HD 69715              ",2.45929886,7.42100296,5.36680454,0.0231,0.003,0.0079,0.0058,0.0219,0.0041,0.0041,0.0023,0.014,0.0026,0.0049,0.0039,1.06,2.4018,1.5973,-1.2504,1.548,-1.0464,-1.9878,-1.5448,3.0257,-1.8398,0.6728,0,0.7077,0.7183,"GDOR"
"HD 218396             ",1.98045453,2.73794757,0.10156622,0.0102,0.0028,0.0053,0.0049,0.0111,0.0033,0.0016,0.0012,0.0072,0.0011,9e-04,0.0041,0.5408,1.2433,-2.6277,2.4448,-0.2609,0.572,-2.8123,-1.8089,-3.0057,1.7025,2.7404,0,0.5802,0.7979,"GDOR"
"HD 2842               ",1.71265166,1.35635327,1.11737053,0.0258,0.0044,0.0021,0.0014,0.0112,0.0052,0.0034,0.0021,0.0106,0.0017,0.0029,0.003,2.2593,2.9362,2.8965,-0.0023,1.6538,2.5214,-2.5775,-1.1726,0.4595,-2.5309,-1.1631,0,0.4263,0.8535,"GDOR"
"HD 340667             ",0.02613614,0.00488446,0.04258905,0.4758,0.1667,0.1393,0.0724,0.1283,0.0535,0.0246,0.0708,0.0979,0.0262,0.0179,0.0229,-2.5005,1.895,0.3646,-2.8147,1.0986,2.9728,-0.6802,-2.8147,1.2572,-0.957,0.165,0,0.1039,0.9967,"RVTAU"
"HD 283868             ",1.02804236,0.673349,1.68252598,0.3911,0.0957,0.0931,0.1135,0.3087,0.1694,0.1467,0.1034,0.2439,0.0978,0.1547,0.0722,2.1138,2.4722,1.3651,-2.6362,-1.4882,-0.5521,-1.4288,-0.8537,0.6657,1.0651,0.3734,-2e-04,0.4302,0.9436,"RVTAU"
"HD 192388             ",0.02835235,0.01400434,0.00541272,0.361,0.1065,0.0365,0.0411,0.2921,0.0448,0.0725,0.0605,0.5424,0.5742,0.245,0.0996,-1.7637,2.7278,-2.3271,-1.3969,2.8589,1.572,0.5422,-1.0793,2.92,0.4606,-2.7702,1e-04,0.3566,0.9965,"RVTAU"
"HD 41870              ",0.97797131,0.98623139,1.07505558,0.2851,0.0877,0.0142,0.0432,0.1887,0.0854,0.0433,0.104,0.082,0.0328,0.0662,0.0499,-0.5642,2.6568,-1.9365,-1.6312,1.7061,0.5071,2.4512,-0.2865,1.1343,2.0621,-2.9312,2e-04,0.3591,0.9813,"RVTAU"
"HD 170756             ",0.02435082,1.99534857,5.09428566,0.3472,0.0799,0.0407,0.0367,0.1693,0.0529,0.0749,0.0456,0.0916,0.0387,0.0299,0.0564,-2.294,2.7788,1.2188,3.0298,-2.8161,1.5277,1.9545,2.0135,-0.4618,-2.0685,0.9942,-7e-04,0.2976,0.9566,"RVTAU"
"HD 3379               ",3.76246396,1.88327093,7.70891324,0.0045,0.0017,4e-04,0.0017,0.0041,0.0011,0.0018,5e-04,0.0029,5e-04,0.0016,5e-04,1.7642,2e-04,-1.3749,2.5246,-0.6333,2.5754,2.9897,3.07,1.3521,1.1324,1.0266,0,0.6947,0.6405,"SPB"
"HD 28114              ",0.51486414,2.03358275,1.8733641,0.0139,0.0017,0.0054,0.0042,0.0079,0.0017,0.001,8e-04,0.0061,0.0012,0.001,0.0011,-2.2013,-2.556,0.0759,-2.9951,-1.9418,-0.0998,1.6861,-2.9974,-0.2456,0.9828,2.5853,0,0.4365,0.7657,"SPB"
"HD 179588             ",0.85646939,3.04534033,4.18356365,0.0141,0.0029,8e-04,0.0023,0.0092,0.0042,0.0046,0.0026,0.009,0.0019,0.002,3e-04,-2.353,0.2315,0.0185,-0.8619,-1.8428,2.1593,-1.3799,1.5363,1.8706,-3.0583,-2.0076,0,0.5518,0.7453,"SPB"
"HD 138003             ",0.66110638,4.01684206,5.00910568,0.0146,0.0015,0.0021,9e-04,0.0045,8e-04,0.0014,0.001,0.0041,0.0019,5e-04,3e-04,-2.2683,-0.675,-0.284,0.5482,-3.1406,-1.6542,0.0821,-1.3466,2.8118,-1.99,2.3469,0,0.2826,0.8419,"SPB"
"HD 21071              ",1.1884068,1.1492925,0.46822675,0.0194,0.001,5e-04,5e-04,0.0084,0.0022,0.0025,5e-04,0.004,0.0034,7e-04,0.001,1.0681,0.8754,1.3571,-2.389,-2.2398,-1.3536,-0.582,1.6158,-1.7331,-1.0308,0.4342,0,0.3177,0.86,"SPB"
"HD 206540             ",0.28279308,1.38255337,1.33144516,0.008,0.0061,0.0018,0.0032,0.0058,0.0011,0.0021,0.0015,0.0071,8e-04,0.0016,0.0016,-2.0762,1.887,0.5777,-0.0377,-2.8062,2.9555,0.2971,2.971,-1.9584,-1.9056,0.4069,0,0.659,0.7138,"SPB"
"HD 28475              ",0.69070976,6.97984948,10.11359317,0.0083,0.0048,6e-04,0.0029,0.0063,0.0027,0.0023,0.0019,0.0053,0.0022,0.0017,0.0014,-2.9827,2.7119,-2.1917,-1.3862,2.4484,0.2528,-2.8745,-0.226,-2.9259,-2.8274,1.3953,0,0.4802,0.8261,"SPB"
"HD 269582             ",3.98329489,5.9845948,14.08478271,0.4689,0.1901,0.1263,0.059,0.1983,0.0522,0.0147,0.0172,0.1733,0.0162,0.0388,0.0197,1.024,2.0008,2.9978,0.7673,-2.0477,3.101,0.2097,-1.6244,0.4466,-2.8671,2.7364,5e-04,0.5036,0.7483,"PVSG"
"HD 269006             ",0.00043951,16.87430685,10.95047431,0.0722,0.0227,0.0259,0.0075,0.0234,0.0036,0.0017,0.0054,0.0203,0.0064,0.0077,0.0026,1.983,1.0598,-1.5893,-0.2243,1.826,-2.4303,-2.7212,-0.9123,1.1797,1.0376,2.9408,0,0.3859,0.7246,"PVSG"
"HD 160529             ",2.00360349,2.00788876,0.02026641,0.0505,0.0064,0.008,0.0017,0.041,0.0201,0.0022,0.0071,0.0375,0.0085,0.007,0.001,-1.8201,1.3405,-0.6336,0.6973,0.7071,-1.8692,2.6412,-2.9051,-0.0858,2.3237,-2.9658,0,0.6138,0.706,"PVSG"
"HD 152236             ",0.99756337,0.00817376,1.00382283,0.0214,0.0101,0.0107,0.0039,0.0169,0.0074,0.0127,0.0026,0.0229,0.0089,0.0083,0.0017,-1.8129,1.3515,2.6373,2.6788,1.5177,1.354,-2.9029,-0.706,-0.5479,-0.7411,-0.7075,0,0.7509,0.5712,"PVSG"
"HD 92207              ",0.01312411,0.97829889,0.99602689,0.0282,0.0046,0.0011,0.0087,0.0224,0.005,0.0054,0.0022,0.026,0.0101,0.0035,0.0044,-2.895,-2.8127,-1.0612,2.0115,0.7241,2.3785,-2.2083,0.324,2.8084,-1.604,-0.9325,0,0.6248,0.7204,"PVSG"
"                      ",0.0004399,0.00108508,0.99721867,0.3118,0.1915,0.1037,0.0311,0.08,0.0261,0.046,0.0255,0.0533,0.0254,0.0055,0.0189,-1.6535,1.1458,2.6473,-0.2724,-1.6351,0.5878,1.9203,1.456,2.9484,-0.6258,2.9192,-2e-04,0.1683,0.9074,"LBV"
"HD 269006             ",0.00043951,16.87430685,10.95047431,0.0722,0.0227,0.0259,0.0075,0.0234,0.0036,0.0017,0.0054,0.0203,0.0064,0.0077,0.0026,1.983,1.0598,-1.5893,-0.2243,1.826,-2.4303,-2.7212,-0.9123,1.1797,1.0376,2.9408,0,0.3859,0.7246,"LBV"
"HD 90177              ",1.00144677,2.00074961,0.00604896,0.9877,0.2471,0.2217,0.0575,0.4399,0.1224,0.0394,0.118,1.7792,1.6487,0.8458,0.5616,0.3688,-1.8386,-0.126,1.0426,3.0607,1.47,-0.4983,-0.163,1.2639,2.5718,-2.1723,-0.0013,0.3048,0.9687,"LBV"
"HD 160529             ",2.00360349,2.00788876,0.02026641,0.0505,0.0064,0.008,0.0017,0.041,0.0201,0.0022,0.0071,0.0375,0.0085,0.007,0.001,-1.8201,1.3405,-0.6336,0.6973,0.7071,-1.8692,2.6412,-2.9051,-0.0858,2.3237,-2.9658,0,0.6138,0.706,"LBV"
"HD 94910              ",0.00039658,0.0055882,1.00245124,0.3637,0.0863,0.1723,0.0928,0.0816,0.019,0.0144,0.0156,0.1255,0.0405,0.0066,0.02,2.4901,1.1739,-2.1596,1.0973,-2.1244,0.0045,-2.0277,2.1432,-2.3277,-2.3102,-2.3313,2e-04,0.1473,0.9728,"LBV"
"HD 50896              ",0.00044525,0.26501401,1.98488904,0.1001,0.0645,0.0484,0.0415,0.0131,0.0036,0.0033,0.0085,0.0163,0.0072,0.0074,0.002,-1.0312,-2.5996,1.9666,1.2171,-1.3279,2.0603,2.1909,-0.372,-1.7921,-3.1367,0.7007,1e-04,0.111,0.916,"WR"
"HD 92740              ",2.03770337,0.97032991,2.92038786,0.0169,0.0081,0.0063,0.0021,0.0086,0.0061,0.0043,0.002,0.0115,0.0035,0.0028,8e-04,-1.5157,2.4193,-0.1207,2.4558,-1.1545,-0.7407,-1.4005,-2.7499,1.1389,1.568,1.4391,0,0.7597,0.5594,"WR"
"HD 168206             ",1.00382146,3.99836682,0.01731248,0.0374,0.0122,0.0095,0.0054,0.0258,0.0039,0.0096,0.0035,0.0186,0.0034,0.0054,0.0031,2.6772,1.6113,-1.664,-0.4387,1.1952,-2.9768,-2.0791,0.565,1.1142,1.6927,1.9719,0,0.5759,0.7076,"WR"
"HD 94910              ",0.0002985,0.99855643,0.00182088,0.3546,0.1892,0.1656,0.0354,0.0717,0.0255,0.0109,0.01,0.0848,0.0349,0.0565,0.022,1.0185,2.7637,2.6902,3.1199,1.9948,-1.0632,0.6628,-2.6373,1.6727,-1.5255,0.8881,1e-04,0.0578,0.9834,"WR"
"HD 143414             ",1.01513571,1.98059875,16.89750875,0.0548,0.0021,0.0056,0.0111,0.0318,0.0052,0.0021,0.0076,0.0235,0.0092,0.0053,0.0023,-0.158,0.3134,1.6418,2.0844,-0.6227,-1.2096,-1.3392,-1.2927,-0.486,-1.0844,0.6159,-1e-04,0.5882,0.6404,"WR"
"HD 113904             ",1.00561902,4.66346227,2.71807403,0.0292,0.0089,0.0103,0.0053,0.0237,0.0174,0.0039,0.0066,0.0177,0.0053,0.0057,0.0059,1.3545,-2.6359,-0.941,0.9705,1.5889,1.4972,1.6763,1.4462,2.0746,2.5535,-0.5558,0,0.6968,0.6136,"WR"
"HD 151932             ",1.99169799,27.02561473,0.0153499,0.0121,0.0033,0.0022,0.007,0.0067,0.0034,0.001,0.0013,0.0082,7e-04,0.0022,0.0011,2.4069,0.926,-2.9078,-0.2314,-1.8315,0.0454,-1.7457,2.4881,1.9476,2.3726,2.0087,0,0.6126,0.5831,"WR"
"AG CAR                ",0.01319205,0.09115709,0.01714967,0.0331,0.0096,0.0077,0.021,0.0236,0.0044,0.0037,0.0044,0.0168,0.0089,0.0229,0.0035,-0.2327,0.735,-0.8363,-2.2759,3.067,2.1566,0.6399,2.153,2.1465,2.9781,0.9407,0,0.4304,0.9012,"LBV"
"HD 269006             ",0.00049151,0.02397033,5.68815104,0.0994,0.0345,0.0041,0.0133,0.0379,0.0056,0.0108,0.0064,0.0265,0.0058,0.0165,0.0059,2.708,0.3678,1.2265,0.7694,-2.6069,-2.8255,1.9194,2.592,0.3883,2.7205,-0.8251,0,0.3034,0.8653,"LBV"
"                      ",1.99892554,0.27013419,0.14544389,0.0881,0.0064,0.0027,0.018,0.0277,0.004,0.0057,0.0069,0.0237,0.0053,0.0062,0.0045,2.6435,1.9738,1.0674,-2.8191,0.293,-1.9037,3.0927,-2.8096,-1.1803,-0.8976,0.4765,-5e-04,0.1656,0.9194,"LBV"
"HD 269858             ",0.00084321,0.0065511,0.02516659,0.121,0.0195,0.0291,0.0457,0.0155,0.0082,0.0028,0.0084,0.0083,0.0014,0.0012,0.0035,-2.9987,0.5051,-0.2247,2.6006,-0.4432,0.8786,-1.9686,0.1767,-2.9639,0.9669,-0.436,-5e-04,0.0296,0.99,"LBV"
"                      ",0.00498577,0.01315393,0.00403104,0.0296,0.0303,0.0229,0.04,0.0475,0.0013,0.0028,0.0047,0.0392,0.0184,0.0096,0.009,1.5304,3.0142,1.2485,2.1608,2.3506,-0.8613,-1.7363,1.9857,2.4088,0.2093,0.4962,0,0.4717,0.9093,"LBV"
"HR CAR                ",0.01850935,1.02537063,0.00510194,0.0433,0.0187,0.0055,0.0048,0.0315,0.0092,0.0035,0.0034,0.0176,0.0036,0.0072,0.0053,1.8428,0.4638,1.5919,-1.9933,-0.4508,0.4068,0.767,1.7015,3.0714,0.4744,1.0702,0,0.5224,0.9561,"LBV"
"HIP 18339             ",232.2444061,227.24229663,243.48652083,0.0022,2e-04,1e-04,1e-04,0.0012,1e-04,1e-04,1e-04,9e-04,1e-04,1e-04,1e-04,1.0044,-1.621,1.6686,-0.8232,0.715,-1.9875,-0.9792,1.8649,0.3394,-1.9169,2.973,0,0.7381,0.3971,"ROAP"
"HD 163830             ",0.67103562,0.61647988,0.79924162,0.0036,2e-04,4e-04,1e-04,0.0025,1e-04,2e-04,2e-04,0.0012,1e-04,1e-04,0,2.0315,2.8076,2.1116,1.6002,-0.5308,-0.4469,-1.0841,-0.2252,-1.9602,2.7065,-2.6664,0,0.6262,0.6039,"SPB"
"V1515 Cyg             ",0.00059564,0.00469895,0.00533872,0.0594,0.0259,0.0131,0.0186,0.0294,0.0249,0.016,0.0099,0.0219,0.012,0.009,0.0012,-0.5487,-0.536,-1.6973,1.2729,1.5232,-2.0279,2.1417,-1.1287,-0.9749,-2.167,-2.7624,0,0.7267,0.4103,"FUORI"
"V1057 Cyg             ",0.0002161,0.00149469,0.00376374,0.2181,0.0652,0.0894,0.1113,0.0432,0.0259,0.023,0.0035,0.0445,0.015,0.0106,0.0037,-0.3968,1.2833,1.0323,2.1073,-2.2437,-2.1975,1.7722,-1.7232,-3.0873,-0.3414,-2.0633,2e-04,0.1862,0.8825,"FUORI"
"FU_ORI                ",0.00033255,8.15758798,4.9151123,0.0432,0.0077,0.0164,0.0207,0.0172,0.0056,0.0026,0.0079,0.0154,0.007,0.0026,0.0027,0.8013,2.7483,-2.7022,-2.791,-2.2474,0.1457,1.0328,0.7899,1.7818,2.5998,-0.909,1e-04,0.7538,0.3328,"FUORI"
"V361 Hya              ",601.33108554,628.87296732,17.10116843,0.0049,6e-04,1e-04,2e-04,0.0027,1e-04,4e-04,2e-04,0.0011,5e-04,4e-04,5e-04,-2.3099,-0.3594,0.8222,-0.5725,3.003,-1.4785,-1.8404,-1.0489,-2.2629,2.5101,-1.7434,-1e-04,0.8077,0.2688,"SDBV"
"V361 Hya              ",601.33108554,17.19117458,627.88289967,0.0038,7e-04,7e-04,2e-04,0.0027,0.0012,6e-04,7e-04,0.0021,2e-04,3e-04,2e-04,2.7454,-0.0537,0.8462,-1.7295,1.3844,1.1948,3.0477,-0.1585,2.6137,-1.9747,-1.7039,0,0.9133,0.1695,"SDBV"
